AssemblyName	AvgSpotLen	BioProject	BioSample	Center_Name	DATASTORE_provider	DATASTORE_region	Experiment	InsertSize	Instrument	LibraryLayout	LibrarySelection	Library_Name	LoadDate	MBases	MBytes	Organism	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	genotype	genotype_variation	growth_phase	source_name	strain	time_point	Assay_Type	Consent	DATASTORE_filetype	LibrarySource
	200	PRJNA429457	SAMN08347515	GEO	sra-sos	sra-sos.public	SRX3548949	0	Illumina HiSeq 2500	PAIRED	cDNA		2018-01-10	2329	895	Candida parapsilosis	ILLUMINA	2018-02-09	SRR6458366	SRS2823068	SRP128702	GSM2928352	wild type		log phase	Wild type YPD	CLIB214		RNA-Seq	public	sra	TRANSCRIPTOMIC
	200	PRJNA429457	SAMN08347512	GEO	sra-sos	sra-sos.public	SRX3548950	0	Illumina HiSeq 2500	PAIRED	cDNA		2018-01-10	2322	863	Candida parapsilosis	ILLUMINA	2018-02-09	SRR6458367	SRS2823069	SRP128702	GSM2928353	delta-CPAR2_800890		log phase	delta-CPAR2_800890 YPD	delta-CPAR2_800890		RNA-Seq	public	sra	TRANSCRIPTOMIC
	200	PRJNA429457	SAMN08347519	GEO	ncbi		SRX3548951	0	Illumina HiSeq 2500	PAIRED	cDNA		2018-01-10	2325	868	Candida parapsilosis	ILLUMINA	2018-02-09	SRR6458368	SRS2823070	SRP128702	GSM2928354	delta-CPAR2_800890		log phase	delta-CPAR2_800890 YPD	delta-CPAR2_800890		RNA-Seq	public	sra	TRANSCRIPTOMIC
	200	PRJNA429457	SAMN08347518	GEO	sra-sos	sra-sos.public	SRX3548952	0	Illumina HiSeq 2500	PAIRED	cDNA		2018-01-10	2356	895	Candida parapsilosis	ILLUMINA	2018-02-09	SRR6458369	SRS2823071	SRP128702	GSM2928355	delta-CPAR2_800890		log phase	delta-CPAR2_800890 YPD	delta-CPAR2_800890		RNA-Seq	public	sra	TRANSCRIPTOMIC
	75	PRJNA429457	SAMN08347516	GEO	sra-sos	sra-sos.public	SRX3548953	0	NextSeq 500	SINGLE	cDNA		2018-01-10	1987	778	Candida parapsilosis	ILLUMINA	2018-02-09	SRR6458370	SRS2823072	SRP128702	GSM2928356	HIS1+/LEU2+		log phase	Wild type NH4	CPRI		RNA-Seq	public	sra	TRANSCRIPTOMIC
	75	PRJNA429457	SAMN08347513	GEO	sra-sos	sra-sos.public	SRX3548954	0	NextSeq 500	SINGLE	cDNA		2018-01-10	3395	1245	Candida parapsilosis	ILLUMINA	2018-02-09	SRR6458371	SRS2823073	SRP128702	GSM2928357	HIS1+/LEU2+		log phase	Wild type NH4	CPRI		RNA-Seq	public	sra	TRANSCRIPTOMIC
	75	PRJNA429457	SAMN08347523	GEO	sra-sos	sra-sos.public	SRX3548955	0	NextSeq 500	SINGLE	cDNA		2018-01-10	4000	1471	Candida parapsilosis	ILLUMINA	2018-02-09	SRR6458372	SRS2823074	SRP128702	GSM2928358	HIS1+/LEU2+		log phase	Wild type NH4	CPRI		RNA-Seq	public	sra	TRANSCRIPTOMIC
	75	PRJNA429457	SAMN08347524	GEO	sra-sos	sra-sos.public	SRX3548956	0	NextSeq 500	SINGLE	cDNA		2018-01-10	3214	1265	Candida parapsilosis	ILLUMINA	2018-02-09	SRR6458373	SRS2823075	SRP128702	GSM2928359	delta-CPAR2_800890		log phase	delta-CPAR2_800890 NH4	delta-CPAR2_800890		RNA-Seq	public	sra	TRANSCRIPTOMIC
	76	PRJNA429457	SAMN08347520	GEO	ncbi		SRX3548957	0	NextSeq 500	SINGLE	cDNA		2018-01-10	1963	721	Candida parapsilosis	ILLUMINA	2018-02-09	SRR6458374	SRS2823076	SRP128702	GSM2928360	delta-CPAR2_800890		log phase	delta-CPAR2_800890 NH4	delta-CPAR2_800890		RNA-Seq	public	sra	TRANSCRIPTOMIC
	76	PRJNA429457	SAMN08347526	GEO	sra-sos	sra-sos.public	SRX3548958	0	NextSeq 500	SINGLE	cDNA		2018-01-10	2396	864	Candida parapsilosis	ILLUMINA	2018-02-09	SRR6458375	SRS2823079	SRP128702	GSM2928361	delta-CPAR2_800890		log phase	delta-CPAR2_800890 NH4	delta-CPAR2_800890		RNA-Seq	public	sra	TRANSCRIPTOMIC
	75	PRJNA429457	SAMN08347525	GEO	sra-sos	sra-sos.public	SRX3548959	0	NextSeq 500	SINGLE	cDNA		2018-01-10	1885	736	Candida parapsilosis	ILLUMINA	2018-02-09	SRR6458376	SRS2823077	SRP128702	GSM2928362	HIS1+/LEU2+		log phase	Wild type GABA	CPRI		RNA-Seq	public	sra	TRANSCRIPTOMIC
	75	PRJNA429457	SAMN08347517	GEO	ncbi		SRX3548960	0	NextSeq 500	SINGLE	cDNA		2018-01-10	3796	1393	Candida parapsilosis	ILLUMINA	2018-02-09	SRR6458377	SRS2823078	SRP128702	GSM2928363	HIS1+/LEU2+		log phase	Wild type GABA	CPRI		RNA-Seq	public	sra	TRANSCRIPTOMIC
	75	PRJNA429457	SAMN08347522	GEO	sra-sos	sra-sos.public	SRX3548961	0	NextSeq 500	SINGLE	cDNA		2018-01-10	2843	1040	Candida parapsilosis	ILLUMINA	2018-02-09	SRR6458378	SRS2823081	SRP128702	GSM2928364	HIS1+/LEU2+		log phase	Wild type GABA	CPRI		RNA-Seq	public	sra	TRANSCRIPTOMIC
	75	PRJNA429457	SAMN08347521	GEO	ncbi		SRX3548962	0	NextSeq 500	SINGLE	cDNA		2018-01-10	2662	1038	Candida parapsilosis	ILLUMINA	2018-02-09	SRR6458379	SRS2823082	SRP128702	GSM2928365	delta-CPAR2_800890		log phase	delta-CPAR2_800890 GABA	delta-CPAR2_800890		RNA-Seq	public	sra	TRANSCRIPTOMIC
	75	PRJNA429457	SAMN08347528	GEO	sra-sos	sra-sos.public	SRX3548963	0	NextSeq 500	SINGLE	cDNA		2018-01-10	2966	1085	Candida parapsilosis	ILLUMINA	2018-02-09	SRR6458380	SRS2823080	SRP128702	GSM2928366	delta-CPAR2_800890		log phase	delta-CPAR2_800890 GABA	delta-CPAR2_800890		RNA-Seq	public	sra	TRANSCRIPTOMIC
	75	PRJNA429457	SAMN08347527	GEO	ncbi		SRX3548964	0	NextSeq 500	SINGLE	cDNA		2018-01-10	3228	1204	Candida parapsilosis	ILLUMINA	2018-02-09	SRR6458381	SRS2823083	SRP128702	GSM2928367	delta-CPAR2_800890		log phase	delta-CPAR2_800890 GABA	delta-CPAR2_800890		RNA-Seq	public	sra	TRANSCRIPTOMIC
	51	PRJNA467611	SAMN09091410	GEO	ncbi		SRX4053954	0	Illumina HiSeq 2500	SINGLE	cDNA		2018-05-08	4309	1520	Candida parapsilosis	ILLUMINA	2018-12-27	SRR7132972	SRS3270935	SRP144957	GSM3136915				whole blood, all		0 minutes	RNA-Seq	public	sra	TRANSCRIPTOMIC
	51	PRJNA467611	SAMN09091409	GEO	ncbi		SRX4053955	0	Illumina HiSeq 2500	SINGLE	cDNA		2018-05-08	3969	1280	Candida parapsilosis	ILLUMINA	2018-12-27	SRR7132973	SRS3270936	SRP144957	GSM3136916				whole blood, all		120 minutes	RNA-Seq	public	sra	TRANSCRIPTOMIC
	51	PRJNA467611	SAMN09091376	GEO	ncbi		SRX4053956	0	Illumina HiSeq 2500	SINGLE	cDNA		2018-05-08	2719	1133	Candida parapsilosis	ILLUMINA	2018-12-27	SRR7132974	SRS3270937	SRP144957	GSM3136917				whole blood, all		15 minutes	RNA-Seq	public	sra	TRANSCRIPTOMIC
	51	PRJNA467611	SAMN09091375	GEO	ncbi		SRX4053957	0	Illumina HiSeq 2500	SINGLE	cDNA		2018-05-08	3521	1450	Candida parapsilosis	ILLUMINA	2018-12-27	SRR7132975	SRS3270938	SRP144957	GSM3136918				whole blood, all		240 minutes	RNA-Seq	public	sra	TRANSCRIPTOMIC
	51	PRJNA467611	SAMN09091374	GEO	ncbi		SRX4053958	0	Illumina HiSeq 2500	SINGLE	cDNA		2018-05-08	3212	1332	Candida parapsilosis	ILLUMINA	2018-12-27	SRR7132976	SRS3270939	SRP144957	GSM3136919				whole blood, all		30 minutes	RNA-Seq	public	sra	TRANSCRIPTOMIC
	51	PRJNA467611	SAMN09091373	GEO	ncbi		SRX4053959	0	Illumina HiSeq 2500	SINGLE	cDNA		2018-05-08	3148	1203	Candida parapsilosis	ILLUMINA	2018-12-27	SRR7132977	SRS3270940	SRP144957	GSM3136920				whole blood, all		60 minutes	RNA-Seq	public	sra	TRANSCRIPTOMIC
	51	PRJNA467611	SAMN09091372	GEO	ncbi		SRX4053960	0	Illumina HiSeq 2500	SINGLE	cDNA		2018-05-08	3672	1431	Candida parapsilosis	ILLUMINA	2018-12-27	SRR7132978	SRS3270941	SRP144957	GSM3136921				whole blood, all		0 minutes	RNA-Seq	public	sra	TRANSCRIPTOMIC
	51	PRJNA467611	SAMN09091408	GEO	ncbi		SRX4053961	0	Illumina HiSeq 2500	SINGLE	cDNA		2018-05-08	4583	1524	Candida parapsilosis	ILLUMINA	2018-12-27	SRR7132979	SRS3270942	SRP144957	GSM3136922				whole blood, all		120 minutes	RNA-Seq	public	sra	TRANSCRIPTOMIC
	51	PRJNA467611	SAMN09091407	GEO	ncbi		SRX4053962	0	Illumina HiSeq 2500	SINGLE	cDNA		2018-05-08	3183	1179	Candida parapsilosis	ILLUMINA	2018-12-27	SRR7132980	SRS3270943	SRP144957	GSM3136923				whole blood, all		15 minutes	RNA-Seq	public	sra	TRANSCRIPTOMIC
	51	PRJNA467611	SAMN09091406	GEO	ncbi		SRX4053963	0	Illumina HiSeq 2500	SINGLE	cDNA		2018-05-08	4055	1489	Candida parapsilosis	ILLUMINA	2018-12-27	SRR7132981	SRS3270944	SRP144957	GSM3136924				whole blood, all		240 minutes	RNA-Seq	public	sra	TRANSCRIPTOMIC
	51	PRJNA467611	SAMN09091405	GEO	ncbi		SRX4053964	0	Illumina HiSeq 2500	SINGLE	cDNA		2018-05-08	3556	2606	Candida parapsilosis	ILLUMINA	2018-12-27	SRR7132982	SRS3270945	SRP144957	GSM3136925				whole blood, all		30 minutes	RNA-Seq	public	sra	TRANSCRIPTOMIC
	51	PRJNA467611	SAMN09091404	GEO	ncbi		SRX4053965	0	Illumina HiSeq 2500	SINGLE	cDNA		2018-05-08	3788	1225	Candida parapsilosis	ILLUMINA	2018-12-27	SRR7132983	SRS3270946	SRP144957	GSM3136926				whole blood, all		60 minutes	RNA-Seq	public	sra	TRANSCRIPTOMIC
	51	PRJNA467611	SAMN09091403	GEO	ncbi		SRX4053966	0	Illumina HiSeq 2500	SINGLE	cDNA		2018-05-08	3168	1250	Candida parapsilosis	ILLUMINA	2018-12-27	SRR7132984	SRS3270947	SRP144957	GSM3136927				whole blood, all		0 minutes	RNA-Seq	public	sra	TRANSCRIPTOMIC
	51	PRJNA467611	SAMN09091402	GEO	ncbi		SRX4053967	0	Illumina HiSeq 2500	SINGLE	cDNA		2018-05-08	3432	1115	Candida parapsilosis	ILLUMINA	2018-12-27	SRR7132985	SRS3270948	SRP144957	GSM3136928				whole blood, all		120 minutes	RNA-Seq	public	sra	TRANSCRIPTOMIC
	51	PRJNA467611	SAMN09091401	GEO	ncbi		SRX4053968	0	Illumina HiSeq 2500	SINGLE	cDNA		2018-05-08	3538	1342	Candida parapsilosis	ILLUMINA	2018-12-27	SRR7132986	SRS3270949	SRP144957	GSM3136929				whole blood, all		15 minutes	RNA-Seq	public	sra	TRANSCRIPTOMIC
	51	PRJNA467611	SAMN09091400	GEO	ncbi		SRX4053969	0	Illumina HiSeq 2500	SINGLE	cDNA		2018-05-08	3331	1260	Candida parapsilosis	ILLUMINA	2018-12-27	SRR7132987	SRS3270950	SRP144957	GSM3136930				whole blood, all		240 minutes	RNA-Seq	public	sra	TRANSCRIPTOMIC
	51	PRJNA467611	SAMN09091399	GEO	ncbi		SRX4053970	0	Illumina HiSeq 2500	SINGLE	cDNA		2018-05-08	3701	1401	Candida parapsilosis	ILLUMINA	2018-12-27	SRR7132988	SRS3270951	SRP144957	GSM3136931				whole blood, all		30 minutes	RNA-Seq	public	sra	TRANSCRIPTOMIC
	51	PRJNA467611	SAMN09091398	GEO	ncbi		SRX4053971	0	Illumina HiSeq 2500	SINGLE	cDNA		2018-05-08	4365	2120	Candida parapsilosis	ILLUMINA	2018-12-27	SRR7132989	SRS3270952	SRP144957	GSM3136932				whole blood, all		60 minutes	RNA-Seq	public	sra	TRANSCRIPTOMIC
	149	PRJNA478945	SAMN09534304	GEO	ncbi		SRX4334744	0	Illumina MiSeq	PAIRED	cDNA		2018-07-02	2049	803	Candida parapsilosis	ILLUMINA	2018-09-25	SRR7464836	SRS3496205	SRP151798	GSM3242431				Candida parapsilosis, Protostelium aurantium		0 min	RNA-Seq	public	sra	TRANSCRIPTOMIC
	149	PRJNA478945	SAMN09534303	GEO	sra-sos	sra-sos.public	SRX4334745	0	Illumina MiSeq	PAIRED	cDNA		2018-07-02	2253	884	Candida parapsilosis	ILLUMINA	2018-09-25	SRR7464837	SRS3496206	SRP151798	GSM3242432				Candida parapsilosis, Protostelium aurantium		0 min	RNA-Seq	public	sra	TRANSCRIPTOMIC
	149	PRJNA478945	SAMN09534302	GEO	sra-sos	sra-sos.public	SRX4334746	0	Illumina MiSeq	PAIRED	cDNA		2018-07-02	2496	980	Candida parapsilosis	ILLUMINA	2018-09-25	SRR7464838	SRS3496207	SRP151798	GSM3242433				Candida parapsilosis, Protostelium aurantium		0 min	RNA-Seq	public	sra	TRANSCRIPTOMIC
	149	PRJNA478945	SAMN09534301	GEO	sra-sos	sra-sos.public	SRX4334747	0	Illumina MiSeq	PAIRED	cDNA		2018-07-02	2184	857	Candida parapsilosis	ILLUMINA	2018-09-25	SRR7464839	SRS3496208	SRP151798	GSM3242434				Candida parapsilosis, Protostelium aurantium		30 min	RNA-Seq	public	sra	TRANSCRIPTOMIC
	149	PRJNA478945	SAMN09534300	GEO	sra-sos	sra-sos.public	SRX4334748	0	Illumina MiSeq	PAIRED	cDNA		2018-07-02	2217	872	Candida parapsilosis	ILLUMINA	2018-09-25	SRR7464840	SRS3496209	SRP151798	GSM3242435				Candida parapsilosis, Protostelium aurantium		30 min	RNA-Seq	public	sra	TRANSCRIPTOMIC
	149	PRJNA478945	SAMN09534299	GEO	ncbi		SRX4334749	0	Illumina MiSeq	PAIRED	cDNA		2018-07-02	2543	1003	Candida parapsilosis	ILLUMINA	2018-09-25	SRR7464841	SRS3496210	SRP151798	GSM3242436				Candida parapsilosis, Protostelium aurantium		30 min	RNA-Seq	public	sra	TRANSCRIPTOMIC
	149	PRJNA478945	SAMN09534298	GEO	ncbi		SRX4334750	0	Illumina MiSeq	PAIRED	cDNA		2018-07-02	2465	967	Candida parapsilosis	ILLUMINA	2018-09-25	SRR7464842	SRS3496211	SRP151798	GSM3242437				Candida parapsilosis, Protostelium aurantium		60 min	RNA-Seq	public	sra	TRANSCRIPTOMIC
	149	PRJNA478945	SAMN09534297	GEO	ncbi		SRX4334751	0	Illumina MiSeq	PAIRED	cDNA		2018-07-02	2220	870	Candida parapsilosis	ILLUMINA	2018-09-25	SRR7464843	SRS3496212	SRP151798	GSM3242438				Candida parapsilosis, Protostelium aurantium		60 min	RNA-Seq	public	sra	TRANSCRIPTOMIC
	149	PRJNA478945	SAMN09534296	GEO	ncbi		SRX4334752	0	Illumina MiSeq	PAIRED	cDNA		2018-07-02	2346	923	Candida parapsilosis	ILLUMINA	2018-09-25	SRR7464844	SRS3496213	SRP151798	GSM3242439				Candida parapsilosis, Protostelium aurantium		60 min	RNA-Seq	public	sra	TRANSCRIPTOMIC
	200	PRJNA491640	SAMN10081173	GEO	ncbi		SRX4707243	0	Illumina HiSeq 4000	PAIRED	cDNA		2018-09-18	2125	872	Candida parapsilosis	ILLUMINA	2018-10-08	SRR7868063	SRS3792963	SRP161992	GSM3393145	wild type		log phase	WT-CLIB214-YPD-1	CLIB214		RNA-Seq	public	sra	TRANSCRIPTOMIC
	200	PRJNA491640	SAMN10081172	GEO	ncbi		SRX4707244	0	Illumina HiSeq 4000	PAIRED	cDNA		2018-09-18	2130	795	Candida parapsilosis	ILLUMINA	2018-10-08	SRR7868064	SRS3792964	SRP161992	GSM3393146	wild type		log phase	WT-CLIB214-YPD-2	CLIB214		RNA-Seq	public	sra	TRANSCRIPTOMIC
	200	PRJNA491640	SAMN10081171	GEO	ncbi		SRX4707245	0	Illumina HiSeq 4000	PAIRED	cDNA		2018-09-18	2131	793	Candida parapsilosis	ILLUMINA	2018-10-08	SRR7868065	SRS3792965	SRP161992	GSM3393147	wild type		log phase	WT-CLIB214-YPD-3	CLIB214		RNA-Seq	public	sra	TRANSCRIPTOMIC
	200	PRJNA491640	SAMN10081170	GEO	ncbi		SRX4707246	0	Illumina HiSeq 4000	PAIRED	cDNA		2018-09-18	2127	796	Candida parapsilosis	ILLUMINA	2018-10-08	SRR7868066	SRS3792966	SRP161992	GSM3393148	wild type		log phase	WT-CLIB214-DTT-1	CLIB214		RNA-Seq	public	sra	TRANSCRIPTOMIC
	200	PRJNA491640	SAMN10081169	GEO	ncbi		SRX4707247	0	Illumina HiSeq 4000	PAIRED	cDNA		2018-09-18	2129	797	Candida parapsilosis	ILLUMINA	2018-10-08	SRR7868067	SRS3792967	SRP161992	GSM3393149	wild type		log phase	WT-CLIB214-DTT-2	CLIB214		RNA-Seq	public	sra	TRANSCRIPTOMIC
	200	PRJNA491640	SAMN10081168	GEO	ncbi		SRX4707248	0	Illumina HiSeq 4000	PAIRED	cDNA		2018-09-18	2098	777	Candida parapsilosis	ILLUMINA	2018-10-08	SRR7868068	SRS3792968	SRP161992	GSM3393150	wild type		log phase	WT-CLIB214-DTT-3	CLIB214		RNA-Seq	public	sra	TRANSCRIPTOMIC
	200	PRJNA491640	SAMN10081167	GEO	ncbi		SRX4707249	0	Illumina HiSeq 4000	PAIRED	cDNA		2018-09-18	2130	788	Candida parapsilosis	ILLUMINA	2018-10-08	SRR7868069	SRS3792969	SRP161992	GSM3393151	deltahac1/deltahac1		log phase	?HAC1-YPD-1	deltahac1/deltahac1		RNA-Seq	public	sra	TRANSCRIPTOMIC
	200	PRJNA491640	SAMN10081166	GEO	ncbi		SRX4707250	0	Illumina HiSeq 4000	PAIRED	cDNA		2018-09-18	2126	824	Candida parapsilosis	ILLUMINA	2018-10-08	SRR7868070	SRS3792970	SRP161992	GSM3393152	deltahac1/deltahac1		log phase	?HAC1-YPD-2	deltahac1/deltahac1		RNA-Seq	public	sra	TRANSCRIPTOMIC
	200	PRJNA491640	SAMN10081165	GEO	ncbi		SRX4707251	0	Illumina HiSeq 4000	PAIRED	cDNA		2018-09-18	2089	777	Candida parapsilosis	ILLUMINA	2018-10-08	SRR7868071	SRS3792971	SRP161992	GSM3393153	deltahac1/deltahac1		log phase	?HAC1-YPD-3	deltahac1/deltahac1		RNA-Seq	public	sra	TRANSCRIPTOMIC
	200	PRJNA491640	SAMN10081164	GEO	ncbi		SRX4707252	0	Illumina HiSeq 4000	PAIRED	cDNA		2018-09-18	2135	791	Candida parapsilosis	ILLUMINA	2018-10-08	SRR7868072	SRS3792973	SRP161992	GSM3393154	deltahac1/deltahac1		log phase	?HAC1-DTT-1	deltahac1/deltahac1		RNA-Seq	public	sra	TRANSCRIPTOMIC
	200	PRJNA491640	SAMN10081163	GEO	ncbi		SRX4707253	0	Illumina HiSeq 4000	PAIRED	cDNA		2018-09-18	2127	790	Candida parapsilosis	ILLUMINA	2018-10-08	SRR7868073	SRS3792972	SRP161992	GSM3393155	deltahac1/deltahac1		log phase	?HAC1-DTT-2	deltahac1/deltahac1		RNA-Seq	public	sra	TRANSCRIPTOMIC
	200	PRJNA491640	SAMN10081162	GEO	ncbi		SRX4707254	0	Illumina HiSeq 4000	PAIRED	cDNA		2018-09-18	2093	776	Candida parapsilosis	ILLUMINA	2018-10-08	SRR7868074	SRS3792974	SRP161992	GSM3393156	deltahac1/deltahac1		log phase	?HAC1-DTT-3	deltahac1/deltahac1		RNA-Seq	public	sra	TRANSCRIPTOMIC
