calb	ctrop	cpar	cglab	myID
C2_03940C_A	CTRG_01449	CPAR2_211370	CAGL0F09075g	myID856
C2_04020C_A	CTRG_01450	CPAR2_209290	CAGL0D03564g	myID857
C2_04030C_A	CTRG_01451	CPAR2_209300	CAGL0D03586g	myID858
C2_04050C_A	CTRG_01453	CPAR2_209310	CAGL0J04642g	myID859
C2_04060C_A	CTRG_01454	CPAR2_209340	CAGL0E01089g	myID860
C2_04100W_A	CTRG_01457	CPAR2_212500	CAGL0F05049g	myID861
C2_05470W_A	CTRG_01459	CPAR2_209250	CAGL0J06710g	myID862
C2_05460W_A	CTRG_01460	CPAR2_209240	CAGL0M12034g	myID863
C2_05450C_A	CTRG_01461	CPAR2_209230	CAGL0D02552g	myID864
C2_05440W_A	CTRG_01462	CPAR2_209400	CAGL0D02574g	myID865
C2_05380W_A	CTRG_01466	CPAR2_209430	CAGL0M09889g	myID866
C2_05370C_A	CTRG_01468	CPAR2_209440	CAGL0D00594g	myID867
C2_05340C_A	CTRG_01473	CPAR2_206460	CAGL0B04125g	myID868
C2_05320W_A	CTRG_01475	CPAR2_206440	CAGL0K01815g	myID869
C2_05300C_A	CTRG_01477	CPAR2_206430	CAGL0I08877g	myID870
C2_05290C_A	CTRG_01479	CPAR2_206420	CAGL0K01793g	myID871
C2_05280C_A	CTRG_01480	CPAR2_206410	CAGL0J10604g	myID872
C2_05270W_A	CTRG_01481	CPAR2_206400	CAGL0I04488g	myID873
C2_05260W_A	CTRG_01482	CPAR2_206480	CAGL0I04466g	myID874
C2_05250C_A	CTRG_01484	CPAR2_206490	CAGL0K08580g	myID875
C2_05230C_A	CTRG_01485	CPAR2_206510	CAGL0L10516g	myID876
C2_05220C_A	CTRG_01486	CPAR2_206520	CAGL0G02211g	myID877
C2_05210W_A	CTRG_01487	CPAR2_206530	CAGL0G02233g	myID878
C2_05200C_A	CTRG_01488	CPAR2_206540	CAGL0K05445g	myID879
C2_06200C_A	CTRG_01489	CPAR2_104800	CAGL0I00660g	myID880
C2_06190W_A	CTRG_01490	CPAR2_104810	CAGL0I05126g	myID881
C2_06170C_A	CTRG_01493	CPAR2_104830	CAGL0M00374g	myID882
C2_06150C_A	CTRG_01495	CPAR2_104850	CAGL0L08580g	myID883
C2_06130W_A	CTRG_01497	CPAR2_104870	CAGL0F06149g	myID884
C2_06120C_A	CTRG_01498	CPAR2_104880	CAGL0M00264g	myID885
C2_06110W_A	CTRG_01499	CPAR2_104890	CAGL0L08602g	myID886
C2_06100W_A	CTRG_01500	CPAR2_104900	CAGL0M00220g	myID887
C2_06080C_A	CTRG_01502	CPAR2_104170	CAGL0M00242g	myID888
C2_06040C_A	CTRG_01505	CPAR2_701530	CAGL0K00737g	myID889
C2_06010W_A	CTRG_01508	CPAR2_209790	CAGL0J07634g	myID890
C2_06000W_A	CTRG_01509	CPAR2_209800	CAGL0M05885g	myID891
C2_05980C_A	CTRG_01511	CPAR2_209820	CAGL0B04059g	myID892
C2_05940C_A	CTRG_01516	CPAR2_209860	CAGL0C02607g	myID893
C2_05930W_A	CTRG_01517	CPAR2_209870	CAGL0D00748g	myID894
C2_05920C_A	CTRG_01518	CPAR2_209880	CAGL0C02623g	myID895
C2_05900W_A	CTRG_01520	CPAR2_209900	CAGL0C02629g	myID896
C2_05890C_A	CTRG_01521	CPAR2_209910	CAGL0D00770g	myID897
C2_05860C_A	CTRG_01522	CPAR2_209930	CAGL0G02739g	myID898
C2_05850C_A	CTRG_01523	CPAR2_209940	CAGL0G01496g	myID899
C2_05840W_A	CTRG_01524	CPAR2_209950	CAGL0G02761g	myID900
C2_05830C_A	CTRG_01525	CPAR2_209960	CAGL0G02783g	myID901
C2_05810W_A	CTRG_01527	CPAR2_209550	CAGL0G01474g	myID902
C2_05800C_A	CTRG_01528	CPAR2_209540	CAGL0L02695g	myID903
C2_05790C_A	CTRG_01529	CPAR2_209530	CAGL0L02673g	myID904
C2_05780C_A	CTRG_01530	CPAR2_209520	CAGL0J03828g	myID905
C2_05750W_A	CTRG_01532	CPAR2_209500	CAGL0M02409g	myID906
C2_05740W_A	CTRG_01533	CPAR2_209490	CAGL0C02717g	myID907
C2_05730C_A	CTRG_01534	CPAR2_209480	CAGL0L03432g	myID908
C2_05720C_A	CTRG_01535	CPAR2_209470	CAGL0M02431g	myID909
C2_05690C_A	CTRG_01537	CPAR2_210940	CAGL0G01694g	myID910
C2_05680W_A	CTRG_01538	CPAR2_210950	CAGL0G01760g	myID911
C2_05670C_A	CTRG_01540	CPAR2_502270	CAGL0G00748g	myID912
C2_05580W_A	CTRG_01544	CPAR2_104070	CAGL0K03707g	myID913
C2_05590C_A	CTRG_01545	CPAR2_104060	CAGL0M04213g	myID914
C2_05620W_A	CTRG_01547	CPAR2_209740	CAGL0A04499g	myID915
C2_05650W_A	CTRG_01549	CPAR2_209760	CAGL0I06072g	myID916
C2_05540C_A	CTRG_01558	CPAR2_104090	CAGL0M12573g	myID917
C2_05530C_A	CTRG_01559	CPAR2_104100	CAGL0M12617g	myID918
C2_05520W_A	CTRG_01560	CPAR2_104110	CAGL0M12639g	myID919
C2_05510C_A	CTRG_01561	CPAR2_104120	CAGL0M05291g	myID920
C2_05500W_A	CTRG_01562	CPAR2_104130	CAGL0H05489g	myID921
C2_04110W_A	CTRG_01564	CPAR2_104140	CAGL0H07601g	myID922
C2_04120C_A	CTRG_01565	CPAR2_210970	CAGL0F01023g	myID923
C2_04130W_A	CTRG_01566	CPAR2_210980	CAGL0H06347g	myID924
C2_04140W_A	CTRG_01567	CPAR2_210990	CAGL0G00814g	myID925
C2_04150C_A	CTRG_01568	CPAR2_211000	CAGL0D04048g	myID926
C2_04160W_A	CTRG_01569	CPAR2_211010	CAGL0D04070g	myID927
C2_04180C_A	CTRG_01570	CPAR2_211030	CAGL0J01661g	myID928
C2_04190C_A	CTRG_01571	CPAR2_211040	CAGL0D04026g	myID929
C2_04200W_A	CTRG_01572	CPAR2_211050	CAGL0M02761g	myID930
C2_04210W_A	CTRG_01573	CPAR2_211060	CAGL0L02761g	myID931
C2_04220C_A	CTRG_01574	CPAR2_211070	CAGL0M02739g	myID932
C2_04230W_A	CTRG_01575	CPAR2_211080	CAGL0M00176g	myID933
C2_04240C_A	CTRG_01576	CPAR2_211090	CAGL0D00330g	myID934
C2_04250W_A	CTRG_01577	CPAR2_211100	CAGL0J04488g	myID935
C2_04260W_A	CTRG_01578	CPAR2_211110	CAGL0L12650g	myID936
C2_04270W_A	CTRG_01579	CPAR2_211120	CAGL0K12496g	myID937
C2_04300C_A	CTRG_01583	CPAR2_212820	CAGL0L12628g	myID938
C2_04310W_A	CTRG_01584	CPAR2_212810	CAGL0L12364g	myID939
C2_04330C_A	CTRG_01586	CPAR2_212790	CAGL0K09152g	myID940
C2_04340C_A	CTRG_01587	CPAR2_212780	CAGL0K11297g	myID941
C2_04350C_A	CTRG_01588	CPAR2_212770	CAGL0L12386g	myID942
C2_04360W_A	CTRG_01589	CPAR2_212760	CAGL0M02299g	myID943
C2_04380C_A	CTRG_01591	CPAR2_212740	CAGL0J03762g	myID944
C2_04490W_A	CTRG_01596	CPAR2_103850	CAGL0I08767g	myID945
C2_04500W_A	CTRG_01598	CPAR2_103860	CAGL0H05533g	myID946
C2_04510W_A	CTRG_01599	CPAR2_103870	CAGL0M05225g	myID947
C2_04530W_A	CTRG_01601	CPAR2_103890	CAGL0M05247g	myID948
C2_04540C_A	CTRG_01602	CPAR2_103900	CAGL0M06457g	myID949
C2_04560W_A	CTRG_01604	CPAR2_103930	CAGL0M05841g	myID950
C2_04570W_A	CTRG_01605	CPAR2_103960	CAGL0L00341g	myID951
C2_04580W_A	CTRG_01606	CPAR2_103950	CAGL0L00319g	myID952
C2_04590C_A	CTRG_01607	CPAR2_103940	CAGL0I06270g	myID953
C2_04620W_A	CTRG_01609	CPAR2_103980	CAGL0M11374g	myID954
C2_04640C_A	CTRG_01611	CPAR2_104000	CAGL0M08294g	myID955
C2_04650C_A	CTRG_01612	CPAR2_104010	CAGL0I04400g	myID956
C2_04660C_A	CTRG_01613	CPAR2_104020	CAGL0I05896g	myID957
C2_04680W_A	CTRG_01614	CPAR2_104030	CAGL0I05918g	myID958
C2_04690C_A	CTRG_01615	CPAR2_104040	CAGL0M08272g	myID959
C2_04700C_A	CTRG_01616	CPAR2_404000	CAGL0H02673g	myID960
C2_04710C_A	CTRG_01617	CPAR2_104050	CAGL0J07392g	myID961
C2_04760W_A	CTRG_01622	CPAR2_209660	CAGL0L11550g	myID962
C2_04770W_A	CTRG_01623	CPAR2_209650	CAGL0H06391g	myID963
C2_04790C_A	CTRG_01624	CPAR2_209640	CAGL0J06930g	myID964
C2_04800C_A	CTRG_01625	CPAR2_209630	CAGL0C02695g	myID965
C2_04810W_A	CTRG_01626	CPAR2_209620	CAGL0L02937g	myID966
C2_04820W_A	CTRG_01627	CPAR2_209610	CAGL0I10989g	myID967
C2_04850C_A	CTRG_01630	CPAR2_209580	CAGL0A02145g	myID968
C2_04860W_A	CTRG_01631	CPAR2_209570	CAGL0G10021g	myID969
C2_04870C_A	CTRG_01632	CPAR2_209560	CAGL0J05654g	myID970
C2_04930C_A	CTRG_01634	CPAR2_210090	CAGL0I08349g	myID971
C2_04940C_A	CTRG_01635	CPAR2_210080	CAGL0I07447g	myID972
C2_04950C_A	CTRG_01636	CPAR2_210070	CAGL0L10406g	myID973
C2_04960C_A	CTRG_01637	CPAR2_210060	CAGL0G02013g	myID974
C2_04980C_A	CTRG_01639	CPAR2_210000	CAGL0G02035g	myID975
C2_04990W_A	CTRG_01640	CPAR2_210010	CAGL0L10340g	myID976
C2_05000C_A	CTRG_01641	CPAR2_210020	CAGL0I03036g	myID977
C2_05020W_A	CTRG_01643	CPAR2_209980	CAGL0K05797g	myID978
C2_05030C_A	CTRG_01644	CPAR2_209990	CAGL0G08558g	myID979
C2_05040C_A	CTRG_01645	CPAR2_210050	CAGL0E02409g	myID980
C2_05050C_A	CTRG_01646	CPAR2_210040	CAGL0I09922g	myID981
C2_05080C_A	CTRG_01649	CPAR2_210160	CAGL0A03674g	myID982
C2_05090W_A	CTRG_01650	CPAR2_210170	CAGL0A03652g	myID983
C2_05100C_A	CTRG_01651	CPAR2_210180	CAGL0L06754g	myID984
C2_05110W_A	CTRG_01652	CPAR2_206640	CAGL0D02442g	myID985
C2_05140W_A	CTRG_01654	CPAR2_206610	CAGL0C05005g	myID986
C2_05060C_A	CTRG_01656	CPAR2_210130	CAGL0L05258g	myID987
C2_05150W_A	CTRG_01657	CPAR2_206600	CAGL0I06292g	myID988
C2_05160C_A	CTRG_01658	CPAR2_206590	CAGL0I02926g	myID989
C2_05170W_A	CTRG_01659	CPAR2_206580	CAGL0M09537g	myID990
C2_05190W_A	CTRG_01661	CPAR2_206550	CAGL0K05467g	myID991
C2_06210C_A	CTRG_01663	CPAR2_104790	CAGL0G09691g	myID992
C2_06220C_A	CTRG_01664	CPAR2_104780	CAGL0M09735g	myID993
C2_06230W_A	CTRG_01665	CPAR2_104770	CAGL0F05005g	myID994
C2_06240W_A	CTRG_01666	CPAR2_104760	CAGL0F04961g	myID995
C2_06250C_A	CTRG_01667	CPAR2_104750	CAGL0F04939g	myID996
C2_07960C_A	CTRG_01668	CPAR2_104240	CAGL0F07403g	myID997
C2_07950W_A	CTRG_01669	CPAR2_104230	CAGL0J10340g	myID998
C2_07940C_A	CTRG_01670	CPAR2_104220	CAGL0C01727g	myID999
C2_07930C_A	CTRG_01671	CPAR2_104210	CAGL0G00968g	myID1000
C2_07920W_A	CTRG_01672	CPAR2_104200	CAGL0C01661g	myID1001
C2_07900W_A	CTRG_01673	CPAR2_104190	CAGL0G05698g	myID1002
C2_07890W_A	CTRG_01674	CPAR2_104910	CAGL0C05181g	myID1003
C2_07880W_A	CTRG_01675	CPAR2_104920	CAGL0C05203g	myID1004
C2_07860W_A	CTRG_01676	CPAR2_104930	CAGL0F07425g	myID1005
C2_07820C_A	CTRG_01678	CPAR2_104950	CAGL0L05456g	myID1006
C2_07810W_A	CTRG_01679	CPAR2_104960	CAGL0L03333g	myID1007
C2_07800W_A	CTRG_01680	CPAR2_104970	CAGL0D01144g	myID1008
C2_07430C_A	CTRG_01682	CPAR2_104990	CAGL0F02585g	myID1009
C2_07440C_A	CTRG_01683	CPAR2_105000	CAGL0D05566g	myID1010
C2_07450C_A	CTRG_01684	CPAR2_406360	CAGL0E02343g	myID1011
C2_07460W_A	CTRG_01685	CPAR2_406350	CAGL0J11726g	myID1012
C2_07470W_A	CTRG_01686	CPAR2_406340	CAGL0C03135g	myID1013
C2_07480W_A	CTRG_01687	CPAR2_406330	CAGL0L04642g	myID1014
C2_07490W_A	CTRG_01688	CPAR2_406320	CAGL0L04664g	myID1015
C2_07500C_A	CTRG_01689	CPAR2_406310	CAGL0L04620g	myID1016
C2_07630C_A	CTRG_01691	CPAR2_406210	CAGL0H02101g	myID1017
C2_07610C_A	CTRG_01694	CPAR2_406190	CAGL0M01232g	myID1018
C2_07600C_A	CTRG_01695	CPAR2_406180	CAGL0F08965g	myID1019
C2_07590W_A	CTRG_01696	CPAR2_406170	CAGL0F08987g	myID1020
C2_07560W_A	CTRG_01699	CPAR2_406260	CAGL0M01188g	myID1021
C2_07520C_A	CTRG_01704	CPAR2_406300	CAGL0H02123g	myID1022
C2_07660W_A	CTRG_01705	CPAR2_103560	CAGL0J01507g	myID1023
C2_07670C_A	CTRG_01706	CPAR2_103570	CAGL0J09636g	myID1024
C2_07680W_A	CTRG_01707	CPAR2_103580	CAGL0K11044g	myID1025
C2_07730W_A	CTRG_01712	CPAR2_103640	CAGL0J08613g	myID1026
C2_07740W_A	CTRG_01713	CPAR2_103630	CAGL0K09834g	myID1027
C2_07750W_A	CTRG_01714	CPAR2_103620	CAGL0J05632g	myID1028
C2_07320W_A	CTRG_01716	CPAR2_406380	CAGL0F00517g	myID1029
C2_07330W_A	CTRG_01717	CPAR2_406370	CAGL0K00517g	myID1030
C2_07340W_A	CTRG_01718	CPAR2_105010	CAGL0I10670g	myID1031
C2_07350W_A	CTRG_01719	CPAR2_105020	CAGL0L01397g	myID1032
C2_07360W_A	CTRG_01720	CPAR2_105030	CAGL0M02145g	myID1033
C2_07380W_A	CTRG_01722	CPAR2_105050	CAGL0I01496g	myID1034
C2_07400C_A	CTRG_01724	CPAR2_105130	CAGL0M02211g	myID1035
C2_07410W_A	CTRG_01725	CPAR2_105120	CAGL0F03817g	myID1036
C2_07310W_A	CTRG_01726	CPAR2_406390	CAGL0F00539g	myID1037
C2_07300C_A	CTRG_01727	CPAR2_406400	CAGL0F00561g	myID1038
C2_07290W_A	CTRG_01728	CPAR2_406410	CAGL0F00407g	myID1039
C2_07220W_A	CTRG_01735	CPAR2_406470	CAGL0K00451g	myID1040
C2_07210C_A	CTRG_01736	CPAR2_406480	CAGL0G09020g	myID1041
C2_07200W_A	CTRG_01737	CPAR2_406490	CAGL0H03509g	myID1042
C2_07190C_A	CTRG_01738	CPAR2_406500	CAGL0H03531g	myID1043
C2_07170C_A	CTRG_01740	CPAR2_406510	CAGL0G09042g	myID1044
C2_07160W_A	CTRG_01741	CPAR2_406520	CAGL0E01969g	myID1045
C2_07140W_A	CTRG_01743	CPAR2_406530	CAGL0H03641g	myID1046
C2_07130C_A	CTRG_01744	CPAR2_406540	CAGL0B03509g	myID1047
C2_07120W_A	CTRG_01746	CPAR2_406600	CAGL0M03993g	myID1048
C2_07110C_A	CTRG_01747	CPAR2_406590	CAGL0K10582g	myID1049
C2_07100W_A	CTRG_01748	CPAR2_406580	CAGL0M10659g	myID1050
C2_07070W_A	CTRG_01751	CPAR2_406550	CAGL0H09944g	myID1051
C2_07060W_A	CTRG_01752	CPAR2_406620	CAGL0I09900g	myID1052
C2_07040W_A	CTRG_01753	CPAR2_406630	CAGL0F09009g	myID1053
C2_07030C_A	CTRG_01754	CPAR2_406640	CAGL0M10637g	myID1054
C2_07010W_A	CTRG_01756	CPAR2_406660	CAGL0M10615g	myID1055
C2_07000W_A	CTRG_01757	CPAR2_406670	CAGL0C03003g	myID1056
C2_06970W_A	CTRG_01761	CPAR2_406740	CAGL0J05984g	myID1057
C2_06960W_A	CTRG_01762	CPAR2_406730	CAGL0D01408g	myID1058
C2_06950C_A	CTRG_01763	CPAR2_406720	CAGL0M10593g	myID1059
C2_06940C_A	CTRG_01764	CPAR2_406710	CAGL0M10571g	myID1060
C2_09270C_A	CTRG_01768	CPAR2_407090	CAGL0L10230g	myID1061
C2_09250W_A	CTRG_01770	CPAR2_407110	CAGL0J10098g	myID1062
C2_06260W_A	CTRG_01771	CPAR2_104740	CAGL0F05027g	myID1063
C2_06470W_A	CTRG_01775	CPAR2_104620	CAGL0L10142g	myID1064
C2_06390C_A	CTRG_01783	CPAR2_104580	CAGL0K10780g	myID1065
C2_06420C_A	CTRG_01785	CPAR2_104570	CAGL0F01397g	myID1066
C2_06430C_A	CTRG_01786	CPAR2_104560	CAGL0B03465g	myID1067
C2_06370C_A	CTRG_01789	CPAR2_104590	CAGL0J07172g	myID1068
C2_06360C_A	CTRG_01790	CPAR2_104600	CAGL0G06248g	myID1069
C2_06300W_A	CTRG_01791	CPAR2_104700	CAGL0I00528g	myID1070
C2_06310C_A	CTRG_01792	CPAR2_104690	CAGL0I00594g	myID1071
C2_06680W_A	CTRG_01795	CPAR2_104450	CAGL0M03465g	myID1072
C2_06670C_A	CTRG_01796	CPAR2_104500	CAGL0G03047g	myID1073
C2_06660W_A	CTRG_01797	CPAR2_104490	CAGL0G03113g	myID1074
C2_06650C_A	CTRG_01798	CPAR2_104480	CAGL0G03025g	myID1075
C2_06640C_A	CTRG_01799	CPAR2_104470	CAGL0G03091g	myID1076
C2_06480W_A	CTRG_01801	CPAR2_407650	CAGL0I07667g	myID1077
C2_06490W_A	CTRG_01802	CPAR2_407660	CAGL0H05753g	myID1078
C2_08000C_A	CTRG_01803	CPAR2_407520	CAGL0C02343g	myID1079
C2_08010W_A	CTRG_01804	CPAR2_407530	CAGL0F02101g	myID1080
C2_08020C_A	CTRG_01805	CPAR2_407540	CAGL0K04433g	myID1081
C2_08050C_A	CTRG_01806	CPAR2_407560	CAGL0E04092g	myID1082
C2_08070C_A	CTRG_01807	CPAR2_407600	CAGL0K08250g	myID1083
C2_08110W_A	CTRG_01810	CPAR2_806220	CAGL0M10373g	myID1084
C2_08120W_A	CTRG_01811	CPAR2_806230	CAGL0M10351g	myID1085
C2_08140C_A	CTRG_01813	CPAR2_805710	CAGL0I07865g	myID1086
C2_08180C_A	CTRG_01815	CPAR2_805740	CAGL0L05170g	myID1087
C2_08190W_A	CTRG_01816	CPAR2_805750	CAGL0L05126g	myID1088
C2_08270C_A	CTRG_01819	CPAR2_404320	CAGL0K02299g	myID1089
C2_08280W_A	CTRG_01820	CPAR2_404330	CAGL0K02321g	myID1090
C2_08290C_A	CTRG_01821	CPAR2_404240	CAGL0J03080g	myID1091
C2_08310W_A	CTRG_01822	CPAR2_406990	CAGL0G05654g	myID1092
C2_08370C_A	CTRG_01833	CPAR2_407690	CAGL0D01188g	myID1093
C2_08380C_A	CTRG_01834	CPAR2_407680	CAGL0L03410g	myID1094
C2_08420W_A	CTRG_01837	CPAR2_406980	CAGL0I06809g	myID1095
C2_08470C_A	CTRG_01841	CPAR2_504180	CAGL0K10032g	myID1096
C2_08480W_A	CTRG_01842	CPAR2_406940	CAGL0K10010g	myID1097
C2_08490W_A	CTRG_01843	CPAR2_406930	CAGL0K02277g	myID1098
C2_08500W_A	CTRG_01844	CPAR2_406920	CAGL0K02255g	myID1099
C2_08530C_A	CTRG_01846	CPAR2_406900	CAGL0H06963g	myID1100
C2_08550C_A	CTRG_01851	CPAR2_806700	CAGL0M07051g	myID1101
C2_08560W_A	CTRG_01853	CPAR2_806690	CAGL0D05258g	myID1102
C2_08570W_A	CTRG_01854	CPAR2_806680	CAGL0L01331g	myID1103
C2_08600W_A	CTRG_01857	CPAR2_406750	CAGL0B02453g	myID1104
C2_08610W_A	CTRG_01858	CPAR2_406760	CAGL0M07095g	myID1105
C2_08620W_A	CTRG_01859	CPAR2_406770	CAGL0G09251g	myID1106
C2_08630C_A	CTRG_01860	CPAR2_406860	CAGL0B03333g	myID1107
C2_08670C_A	CTRG_01866	CPAR2_806740	CAGL0J01265g	myID1108
C2_09430W_A	CTRG_01867	CPAR2_406150	CAGL0G02079g	myID1109
C2_09400C_A	CTRG_01869	CPAR2_405900	CAGL0I02970g	myID1110
C2_09390W_A	CTRG_01870	CPAR2_405910	CAGL0G07887g	myID1111
C2_09380W_A	CTRG_01871	CPAR2_407070	CAGL0D05016g	myID1112
C2_09370C_A	CTRG_01872	CPAR2_407060	CAGL0D04994g	myID1113
C2_09350W_A	CTRG_01874	CPAR2_407040	CAGL0D04972g	myID1114
C2_09320C_A	CTRG_01877	CPAR2_405940	CAGL0G07843g	myID1115
C2_09310C_A	CTRG_01878	CPAR2_101500	CAGL0G07821g	myID1116
C2_09300W_A	CTRG_01879	CPAR2_405930	CAGL0G07865g	myID1117
C2_09290W_A	CTRG_01880	CPAR2_405920	CAGL0G07881g	myID1118
C2_06920C_A	CTRG_01882	CPAR2_406880	CAGL0G09108g	myID1119
C2_06910W_A	CTRG_01883	CPAR2_406870	CAGL0E02607g	myID1120
C2_06730W_A	CTRG_01890	CPAR2_104290	CAGL0G02915g	myID1121
C2_06770W_A	CTRG_01894	CPAR2_104330	CAGL0K01133g	myID1122
C2_06780C_A	CTRG_01895	CPAR2_104340	CAGL0K08052g	myID1123
C2_06790W_A	CTRG_01896	CPAR2_104350	CAGL0K08074g	myID1124
C2_06820C_A	CTRG_01899	CPAR2_104380	CAGL0G01804g	myID1125
C2_06830C_A	CTRG_01900	CPAR2_104390	CAGL0G01782g	myID1126
C2_06860W_A	CTRG_01902	CPAR2_104420	CAGL0G06226g	myID1127
C1_10280C_A	CTRG_01905	CPAR2_804800	CAGL0H09768g	myID1128
C2_06540C_A	CTRG_01911	CPAR2_104280	CAGL0L01419g	myID1129
C2_06530W_A	CTRG_01912	CPAR2_104270	CAGL0I01474g	myID1130
C2_06520C_A	CTRG_01913	CPAR2_104260	CAGL0G03135g	myID1131
C2_09220W_A	CTRG_01916	CPAR2_806310	CAGL0H08844g	myID1132
C2_09230C_A	CTRG_01918	CPAR2_806320	CAGL0A03696g	myID1133
C2_09060C_A	CTRG_01919	CPAR2_805880	CAGL0I10648g	myID1134
C2_09130C_A	CTRG_01924	CPAR2_806420	CAGL0G05544g	myID1135
C2_09140C_A	CTRG_01925	CPAR2_806380	CAGL0D05280g	myID1136
C2_10570W_A	CTRG_01930	CPAR2_407960	CAGL0L00407g	myID1137
C2_10550C_A	CTRG_01932	CPAR2_407940	CAGL0D01826g	myID1138
C2_10530C_A	CTRG_01934	CPAR2_500180	CAGL0I04422g	myID1139
C2_08830W_A	CTRG_01935	CPAR2_806180	CAGL0C04213g	myID1140
C2_08820C_A	CTRG_01936	CPAR2_806190	CAGL0C02783g	myID1141
C2_08810C_A	CTRG_01937	CPAR2_806200	CAGL0H09878g	myID1142
C2_08800C_A	CTRG_01938	CPAR2_404250	CAGL0G07623g	myID1143
C2_08790W_A	CTRG_01939	CPAR2_404260	CAGL0H02827g	myID1144
C2_08780W_A	CTRG_01940	CPAR2_404360	CAGL0D06292g	myID1145
C2_08760C_A	CTRG_01941	CPAR2_404340	CAGL0E03289g	myID1146
C2_08730W_A	CTRG_01944	CPAR2_806370	CAGL0C05467g	myID1147
C2_08720W_A	CTRG_01945	CPAR2_806360	CAGL0K04895g	myID1148
C2_08700C_A	CTRG_01947	CPAR2_806550	CAGL0J09416g	myID1149
C2_08680W_A	CTRG_01949	CPAR2_806530	CAGL0E00473g	myID1150
C2_08840W_A	CTRG_01950	CPAR2_806470	CAGL0C03531g	myID1151
C2_08860W_A	CTRG_01951	CPAR2_806480	CAGL0C03509g	myID1152
C2_08870C_A	CTRG_01952	CPAR2_806490	CAGL0M08492g	myID1153
C2_08890W_A	CTRG_01953	CPAR2_806500	CAGL0L05786g	myID1154
C2_08920W_A	CTRG_01955	CPAR2_806520	CAGL0F06655g	myID1155
C4_06290W_A	CTRG_01956	CPAR2_300950	CAGL0G02535g	myID1156
C2_08930W_A	CTRG_01957	CPAR2_806460	CAGL0A04807g	myID1157
C2_08940C_A	CTRG_01958	CPAR2_806450	CAGL0H05181g	myID1158
C2_08960C_A	CTRG_01960	CPAR2_806430	CAGL0H05203g	myID1159
C2_08970C_A	CTRG_01961	CPAR2_806440	CAGL0L00693g	myID1160
C2_09010W_A	CTRG_01969	CPAR2_404660	CAGL0E00891g	myID1161
C2_09030W_A	CTRG_01970	CPAR2_404670	CAGL0M05423g	myID1162
C2_09040W_A	CTRG_01972	CPAR2_404700	CAGL0J02992g	myID1163
C2_09180W_A	CTRG_01975	CPAR2_405220	CAGL0H01023g	myID1164
C2_09160W_A	CTRG_01977	CPAR2_405200	CAGL0J00275g	myID1165
C2_09150W_A	CTRG_01978	CPAR2_405190	CAGL0M07315g	myID1166
C2_09920W_A	CTRG_01980	CPAR2_806340	CAGL0K04829g	myID1167
C2_09900C_A	CTRG_01982	CPAR2_407120	CAGL0I05566g	myID1168
C2_09890W_A	CTRG_01983	CPAR2_407130	CAGL0I05588g	myID1169
C2_09880C_A	CTRG_01985	CPAR2_407140	CAGL0E05456g	myID1170
C2_10080W_A	CTRG_01993	CPAR2_407400	CAGL0K04917g	myID1171
C2_09610W_A	CTRG_01994	CPAR2_406070	CAGL0J02002g	myID1172
C2_09620W_A	CTRG_01995	CPAR2_406060	CAGL0J02068g	myID1173
C2_09640W_A	CTRG_01997	CPAR2_406050	CAGL0J02244g	myID1174
C2_09650W_A	CTRG_01998	CPAR2_406030	CAGL0J02200g	myID1175
C2_09660W_A	CTRG_01999	CPAR2_406020	CAGL0J02222g	myID1176
C2_09670C_A	CTRG_02000	CPAR2_406010	CAGL0J02112g	myID1177
C2_09680W_A	CTRG_02001	CPAR2_406000	CAGL0J02090g	myID1178
C2_09710C_A	CTRG_02004	CPAR2_405980	CAGL0B00814g	myID1179
C2_09720W_A	CTRG_02005	CPAR2_405970	CAGL0E00781g	myID1180
C2_09730C_A	CTRG_02006	CPAR2_405960	CAGL0E00759g	myID1181
C2_09740W_A	CTRG_02007	CPAR2_405950	CAGL0E06160g	myID1182
C2_09770C_A	CTRG_02009	CPAR2_806640	CAGL0J02134g	myID1183
C2_10230W_A	CTRG_02010	CPAR2_407160	CAGL0B02651g	myID1184
C2_10240W_A	CTRG_02011	CPAR2_407170	CAGL0K01683g	myID1185
C2_10250C_A	CTRG_02012	CPAR2_407180	CAGL0C00297g	myID1186
C2_10260C_A	CTRG_02013	CPAR2_407190	CAGL0F04741g	myID1187
C2_10270W_A	CTRG_02014	CPAR2_405890	CAGL0J03718g	myID1188
C2_10320C_A	CTRG_02015	CPAR2_405880	CAGL0J03740g	myID1189
C2_10310C_A	CTRG_02016	CPAR2_405870	CAGL0M02189g	myID1190
C2_10840W_A	CTRG_02020	CPAR2_407700	CAGL0M01958g	myID1191
C2_10850C_A	CTRG_02021	CPAR2_404030	CAGL0H08349g	myID1192
C2_10860C_A	CTRG_02022	CPAR2_404040	CAGL0H08371g	myID1193
C2_10870W_A	CTRG_02023	CPAR2_404050	CAGL0M01936g	myID1194
C2_10480W_A	CTRG_02024	CPAR2_404310	CAGL0L06798g	myID1195
C2_10470C_A	CTRG_02025	CPAR2_404300	CAGL0M11352g	myID1196
C2_10460C_A	CTRG_02026	CPAR2_404160	CAGL0J09504g	myID1197
C2_10450W_A	CTRG_02027	CPAR2_404170	CAGL0J09482g	myID1198
C2_10440C_A	CTRG_02028	CPAR2_404180	CAGL0J09526g	myID1199
